Id,Name,Zipcode Address,Address,State,Phone Number,Town,Lat,Lng,Link,Category,Zipcode,Business Name,Latitude,Longitude,Website
142,So Far So Good,,"901 N 1st St, Phoenix, AZ 85004, USA",Arizona,,Phoenix,33.45781,-112.07217,https://www.sofarsogoodphx.com/,Bar/Restaurant,,,,,
143,Sottise ,,"1025 N 2nd St, Phoenix, AZ 85004, USA",Arizona,(602) 254-6378,Phoenix,33.45957,-112.07083,https://www.sottisephx.com/,Bar/Restaurant,,,,,
144,St Charles Tavern,,"1632 S 4th Ave, Tucson, AZ 85713",Arizona,,Tucson,32.201778,-110.965637,https://www.saintcharlestavern.com/,Bar/Restaurant,,,,,
145,Tap and Bottle - Downtown,,"403 N 6th Ave, Tucson, AZ 85705",Arizona,(520) 344 8999,Tucson,32.226681,-110.969063,https://www.thetapandbottle.com/,Retail Store,,,,,
146,Tap and Bottle - North,,"7254 N Oracle Rd, Tucson, AZ 85704",Arizona,(520) 268 8725,Tucson,32.33825,-110.97669,https://www.thetapandbottle.com/,Retail Store,,,,,
147,Tarbell's Wine Store ,,"3205 E Camelback Rd, Phoenix, AZ 85018",Arizona,(602) 955-7730,Phoenix,33.50987,-112.01128,https://www.tarbellswinestore.com/,Retail Store,,,,,
148,Tavolino,,"2890 E Skyline Dr, Tucson, AZ 85718",Arizona,(520) 531-1913,Tucson,32.32193,-110.93029,https://tavolinoristorante.com/,Bar/Restaurant,,,,,
149,Teddy's Preserve,,"1001 N Central Ave, Phoenix, AZ 85004, USA",Arizona,(602) 6750389,Phoenix,33.458965,-112.073616,https://www.teddyspreserve.com/,Bar/Restaurant,,,,,
150,Tesota,,"300 W Camelback Rd, Phoenix, AZ 85013",Arizona,(602) 989-8456,Phoenix,33.5091,-112.0787,https://www.tesotaphx.com/,Bar/Restaurant,,,,,
151,The Barley Hound,,"234 S Cortez St, Prescott, AZ 86303",Arizona,(928) 237-4506,Precott,34.53864,-112.46907,https://www.thebarleyhound.com/,Bar/Restaurant,,,,,
152,The Bril Line,,"The Churchill, 901 N 1st St Phoenix, AZ 85004, USA",Arizona,,Phoenix,33.45782,-112.072165,https://thechurchillphx.com/,Bar/Restaurant,,,,,
153,The Capital Grille,,"2502 E Camelback Rd, Phoenix, AZ 85016, USA",Arizona,(602) 952-8900,Phoenix,33.51064,-112.027815,https://www.thecapitalgrille.com/locations/az/phoenix,Bar/Restaurant,,,,,
154,The Coronet,,"198 W Cushing St, Tucson, AZ 85701, USA",Arizona,(520) 444-2830,Tucson,32.22017,-110.97647,http://cafecoronet.com/,Bar/Restaurant,,,,,
155,The Dirty Drummer,,"2303 N 44th St, Phoenix, AZ 85008",Arizona,(602) 840-2726,Phoenix,33.47299,-111.98693,https://www.thedirtydrummer.com/,Bar/Restaurant,,,,,
156,The Edison Market,,"447 S Montezuma St, Prescott, AZ 86303",Arizona,(928) 610 7272,Prescott,34.53434,-112.46988,https://www.edisonmarket.com/,Retail Store,,,,,
157,The Genuine,,"6015 N 16th St, Phoenix, AZ 85016",Arizona,(602) 633 1187,Phoenix,33.52437,-112.04719,https://www.thegenuineaz.com/,Bar/Restaurant,,,,,
158,The Little Woody,,"4228 E Indian School Rd, Phoenix, AZ 85018",Arizona,(602) 955 0339,Phoenix,33.49518,-111.98997,https://www.littlewoodyaz.com/,Bar/Restaurant,,,,,
159,The Main Ingredient,,"2337 N 7th St, Phoenix, AZ 85006",Arizona,(602) 843 6246,Phoenix,33.474571,-112.064651,https://www.tmialehouse.com/,Bar/Restaurant,,,,,
160,The Parish,,"6453 N Oracle Rd, Tucson, AZ 85704, USA",Arizona,(520) 797-1233,Tucson,32.33449,-110.97856,https://www.theparishtucson.com/,Bar/Restaurant,,,,,
161,The Parlor,,"1916 E Camelback Rd, Phoenix, AZ 85016",Arizona,(602) 248-2480,Phoenix,33.50966,-112.040385,https://theparlor.us/,Bar/Restaurant,,,,,
162,The Point,,"114 N Montezuma St, Prescott, AZ 86301, USA",Arizona,(928) 237-9027,Precott,34.5425,-112.47034,https://www.thepointbarandlounge.com/,Bar/Restaurant,,,,,
163,The Sidewinder,,"924 E Roosevelt St, Phoenix, AZ 85006",Arizona,(602) 626-8535,Phoenix,33.458468,-112.059263,https://sidewinderphx.com,Bar/Restaurant,,,,,
164,The Stetson Social,,"8245 W Happy Valley Rd, Peoria, AZ 85383",Arizona,(623) 432 2515,Phoenix,33.70874,-112.23557,https://thestetsonsocial.com/,Bar/Restaurant,,,,,
165,The White Rabbit,,"207 N Gilbert Rd, Gilbert, AZ 85234",Arizona,,Phoenix,33.353955,-111.789345,https://www.twr.bar/,Bar/Restaurant,,,,,
166,The Windsor,,"5223 N Central Ave, Phoenix, AZ 85012",Arizona,(602) 279 1111,Phoenix,33.51368,-112.07341,https://windsoraz.com/,Bar/Restaurant,,,,,
167,Then Burger,,"9220 W Glendale Ave, Glendale, AZ 85305",Arizona,(623) 328 9388,Phoenix,33.53865,-112.25763,https://www.thenburger.com/,Bar/Restaurant,,,,,
168,Tinderbox Kitchen,,"34 S San Francisco St, Flagstaff, AZ 86001",Arizona,(928) 226-8400,Flagstaff,35.19573,-111.64862,https://www.tinderboxkitchen.com/,Bar/Restaurant,,,,,
169,Tito & Pep,,"4122 E Speedway Blvd, Tucson, AZ 85712, USA",Arizona,(520) 207-0116,Tucson,32.235845,-110.90478,https://www.titoandpep.com/,Bar/Restaurant,,,,,
170,Top's Liquors ,,"403 W University Dr # 104, Tempe, AZ 85281, USA",Arizona,(480) 967-5643,Phoenix,33.42136333,-111.9448005,http://www.topsliquors.com/,Retail Store,,,,,
171,Torme,,"802 Valley St, Prescott, AZ 86305",Arizona,(928) 778 7123,Prescott,34.55374,-112.4836,https://www.tormeprescott.com/,Bar/Restaurant,,,,,
172,Total Wine & More - Camelback,,"1670 E. Camelback Rd, Phoenix, AZ 85016",Arizona,(602) 279 0540,,33.51019,-112.04582,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
173,Total Wine & More - Desert Ridge,,"21001 N Tatum Blvd, Phoenix, AZ 85050",Arizona,(480) 515 6211,,33.67716,-111.97724,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
174,Total Wine & More - Gilbert,,"2224 E. Williams Field Rd, Gilbert, AZ 85295",Arizona,(480) 786 0270,,33.30787,-111.74241,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
175,Total Wine & More - Glendale,,"17550 North 75th Avenue, Glendale, AZ 85308",Arizona,(623) 486 0162,,33.64277,-112.22095,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
176,Total Wine & More - Goodyear,,"1416 N. Litchfield Rd, Goodyear, AZ 85395",Arizona,(623) 547 2109,,33.46189,-112.36128,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
177,Total Wine & More - Prescott,,"1841 E. Highway 69, Prescott, AZ 86301",Arizona,(928) 237 5430,,34.54855,-112.43344,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
178,Total Wine & More - Queen Creek,,"21072 South Ellsworth Loop Rd, Queen Creek, AZ 85142",Arizona,(602) 325 1653,,33.25686,-111.6396,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
179,Total Wine & More - Scottsdale,,"10320 North Scottsdale Rd, Scottsdale, AZ 85253",Arizona,(480) 308 0271,,33.57994,-111.92752,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
180,Total Wine & More - Tempe Emerald Center,,"8544 South Emerald Dr, Tempe, AZÃ¯Â¿Â½85284",Arizona,(480) 753 4225,,33.33674,-111.9701,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
181,Total Wine & More - Tempe Marketplace,,"1900 E Rio Salado Pkwy, Tempe, AZ 85281",Arizona,(480) 967 0313,,33.4313,-111.96528,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
182,Total Wine & More - Tucson Oracle,,"4370 North Oracle Rd, Tucson, AZ 85705",Arizona,(520) 887 0174,,32.28555,-110.97709,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
183,Total Wine & More - Tucson Park Place Mall,,"5870 E Broadway Blvd, Tucson, AZ 85711",Arizona,(520) 745 0540,,32.22082,-110.8656,https://www.totalwine.com/spirits/gin/suncliffe-arizona-botanical-dry-gin/p/346718750?s=1009&igrules=true,Retail Store,,,,,
184,Tratto,,"1505 E Van Buren St, Phoenix, AZ 85006",Arizona,(602) 296 7761,Phoenix,33.451118,-112.049606,https://www.trattophx.com/,Bar/Restaurant,,,,,
185,Trevor's ,,"7340 E McDowell Rd, Scottsdale, AZ 85257, USA",Arizona,(480) 581-8923,Phoenix,33.466225,-111.922742,https://www.trevors.com/,Retail Store,,,,,
186,Trevor's Arcadia,,"3601 E Indian School Rd, Phoenix, AZ 85018",Arizona,(602) 767-4423,Phoenix,33.49451,-112.00265,https://www.trevors.com/,Retail Store,,,,,
187,Trevor's North,,"7000 East Mayo Blvd, N. Scottsdale, AZ 85054",Arizona,(480) 608 1719,Phoenix,33.65528,-111.92544,https://www.trevors.com/,Retail Store,,,,,
188,Triple Creek Kitchen,,"300 N Montezuma St, Prescott, AZ 86301, USA",Arizona,(928) 277-4637,Precott,34.54542,-112.47039,https://www.facebook.com/pg/TripleCreekKitchenandSpirits,Bar/Restaurant,,,,,
189,Uchi Scottsdale,,"3821 N Scottsdale Rd, Scottsdale, AZ 85251",Arizona,(480) 916-0916,Phoenix,33.4934,-111.9235,https://uchi.uchirestaurants.com/location/scottsdale/,Bar/Restaurant,,,,,
190,Unicorn Zebra,,"82 S Stone Ave, Tucson, AZ 85701",Arizona,,Tucson,32.220454,-110.971418,https://www.unicornzebratucson.com/,Bar/Restaurant,,,,,
191,Valentine,,"4130 N 7th Ave, Phoenix, AZ 85013, USA",Arizona,(602) 612-2961,Phoenix,33.49595,-112.08396,http://www.valentinephx.com/,Bar/Restaurant,,,,,
192,Valley Bar,,"130 N Central Ave, Phoenix, AZ 85004, USA",Arizona,(602) 368-3121,Phoenix,33.449975,-112.07413,https://valleybarphx.com/,Bar/Restaurant,,,,,
193,Vecina,,"3433 N 56th St, Phoenix, AZ 85013, USA",Arizona,(602) 675-2000,Phoenix,33.4887,-111.960455,https://www.vecinaphx.com/,Bar/Restaurant,,,,,
194,Vivace,,"6440 N Campbell Ave, Tucson, AZ 85718",Arizona,(520) 795-7221,Tucson,32.324,-110.92744,https://www.vivacetucson.com/,Bar/Restaurant,,,,,
195,Walter Studios,,"747 W Roosevelt St, Phoenix, AZ 85007",Arizona,(602) 586 5906,Phoenix,33.45804,-112.083,https://walterstudios.com/,Bar/Restaurant,,,,,
196,We-Ko-Pa Resort,,"10438 Wekopa Way, Fort McDowell, AZ 85264",Arizona,(480) 789-5300,Phoenix,33.67495,-111.670753,https://www.wekopacasinoresort.com/,Bar/Restaurant,,,,,
197,Welcome Diner,,"929 E Pierce St, Phoenix, AZ 85006, USA",Arizona,(602) 495-1111,Phoenix,33.45554,-112.06072,http://welcomediner.net/,Bar/Restaurant,,,,,
198,Westbound,,"267 South Avenida del Convento 12, Tucson, AZ 85745",Arizona,(520) 867-830,Tucson,32.218175,-110.98438,http://westboundtucson.com/,Retail Store,,,,,
199,Wild Garlic Grill,,"2870 E Skyline Dr, Tucson, AZ 85718",Arizona,(520) 206-0017,Tucson,32.33414,-110.87583,https://www.wildgarlicgrill.com/,Bar/Restaurant,,,,,
200,Zerai's International Bar,,"2731 E Broadway Blvd, Tucson, AZ 85716",Arizona,(520) 239-5145,Tucson,"2731 E Broadway Blvd, Tucson, AZ 85716",-110.9311,https://www.z-street.com/zerais/,Bar/Restaurant,,,,,
201,Zio Peppe,,"6502 E Tanque Verde Rd, Tucson, AZ 85715",Arizona,(520) 347-8857,Tucson,32.2504,-110.8527,https://www.ziopeppe.com/,Bar/Restaurant,,,,,
202,Zona 78,,"7301 E Tanque Verde Rd, Tucson, AZ 85715, USA",Arizona,(520) 296-7878,Tucson,32.25118,-110.83612,https://zona78.com/,Bar/Restaurant,,,,,
203,Alembic,,"1725 Haight St, San Francisco, CA 94117",California,(415) 666-0822,San Francisco,37.769,-122.447,https://www.alembicsf.com,Bar/Restaurant,,,,,
204,Alkali Rye,,"3256 Grand Ave, Oakland, CA 94610",California,(510) 488-3637,Oakland,37.8113,-122.2458,https://www.alkalirye.com,Retail Store,,,,,
205,All Day Baby,,"3200 Sunset Blvd, Los Angeles, CA 90026",California,(323) 786 0950,Los Angeles,34.08318,-118.27054,https://www.alldaybabyla.com/,Bar/Restaurant,,,,,
206,Alta Adams Restaurant,,"5359 W Adams Blvd, Los Angeles, CA 90016",California,(323) 571 4999,Los Angeles,34.032711,-118.359947,https://altaadams.com/,Bar/Restaurant,,,,,
207,Alta Baja Market,,"201-200 E 4th St, Santa Ana, CA 92701",California,(714) 783 2252,,33.74838,-117.86609,https://www.altabajamarket.com/,Retail Store,,,,,
208,Asterid,,"141 S Grand Ave, Los Angeles, CA 90012",California,(213) 972-3535,Los Angeles,34.055452,-118.249794,https://www.asteridla.com,Bar/Restaurant,,,,,
209,Baby Gee,,"1227 E 4th St, Long Beach, CA 90802",California,,Long Beach,33.77188,-118.17572,https://babygeebar.com/,Bar/Restaurant,,,,,
210,Bacari Silverlake,,"3626 Sunset Blvd, Los Angeles, CA 90026",California,(323) 986-6763,Los Angeles,34.0896,-118.2728,http://bacarisilverlake.com,Bar/Restaurant,,,,,
211,Bar & Garden,,"6142 Washington Blvd, Culver City, CA 90232",California,(310) 876 0759,Los Angeles,34.030811,-118.378838,https://barandgarden.com/,Retail Store,,,,,
212,Bar Etoile,,"632 N Western Ave, Los Angeles, CA 90004",California,(323) 380 5040,Los Angeles,34.082824,-118.308867,https://www.baretoile.com,Bar/Restaurant,,,,,
213,Bar Flores,,"1542 Sunset Blvd, Los Angeles, CA 90026",California,(213) 2666 8006,Los Angeles,34.076302,-118.256416,https://www.barflores.com/,Bar/Restaurant,,,,,
214,Block Party,,"5052 York Blvd, Los Angeles, CA 90042",California,(323) 407-6142,Los Angeles,34.1215,-118.2092,http://www.blockpartyhighlandpark.com,Bar/Restaurant,,,,,
215,Bodega Rosette,,"3772 30th St, San Diego, CA 92104",California,(619) 255-0896,San Diego,32.74678,-117.13036,https://www.mabelsgonefishing.com/,Retail Store,,,,,
216,Botanica,,"1620 Silver Lake Blvd, Los Angeles, CA 90026, USA",California,(323) 522-6106,Los Angeles,34.0883,-118.26784,http://www.botanicarestaurant.com/,Bar/Restaurant,,,,,
217,Bottle Bacchanal,,"4126 18th St, San Francisco, CA 94114",California,(415) 551-7277,San Francisco,37.76104,-122.43573,https://www.bottlebacchanal.com/,Retail Store,,,,,
218,Bottlecraft,,"3007 University Ave, San Diego, CA 92104",California,(619) 487-9493,San Diego,32.748,-117.129,https://www.bottlecraft.com,Bar/Restaurant,,,,,
219,Campfire,,"2725 State Street, Carlsbad, CA 92008",California,(760) 637-5121,San Diego,33.160835,-117.350225,https://www.thisiscampfire.com,Bar/Restaurant,,,,,
220,Capri Club,,"4604 Eagle Rock Blvd, Los Angeles, CA 90041",California,(323) 539-8842,Los Angeles,34.1374,-118.2168,https://capriclublosangeles.com,Bar/Restaurant,,,,,
221,Cask on College,,"3185 College Ave, Berkeley, CA 94705",California,(510) 282-1047,Berkeley,37.8537,-122.253,https://www.caskandbarrel.com/,Retail Store,,,,,
222,Cavaa ,,"Luma Hotel, 100 Channel St, San Francisco, CA 94158",California,(415) 816-1315,San Francisco,37.77536,-122.390388,https://www.cavanasf.com/,Bar/Restaurant,,,,,
223,Common Stock,,"3805 Fifth Ave, San Diego, CA 92103",California,(619) 310 5298,San Diego,32.74719,-117.16013,https://www.eatcommonstock.com/,Bar/Restaurant,,,,,
224,Crest Liquor Co,,"3787 Ingraham St, San Diego, CA 92109",California,(858) 273-3081,San Diego,32.7994,-117.2479,http://www.crestliquorco.com/,Retail Store,,,,,
225,Dalida,,"101 Montgomery St Suite 100, San Francisco, CA 94129",California,(415) 237 1999,San Francisco,37.79982,-122.45974,https://www.dalidasf.com/,Bar/Restaurant,,,,,
226,Erewhon - Beverly Hills,,"339 N Beverly Dr, Beverly Hills, CA 90210",California,(424) 313 1962,Los Angeles,34.069069,-118.401581,https://erewhonmarket.com/,Retail Store,,,,,
227,Erewhon - Palisades,,"15285 W Sunset Blvd, Pacific Palisades, CA 90272",California,(310) 561 8898,Los Angeles,34.047211,-118.525497,https://erewhonmarket.com/,Retail Store,,,,,
228,Erewhon - Pasadena,,"475 S Lake Ave, Pasadena, CA 91101",California,(626) 600 5665,Los Angeles,34.137562,-118.132698,https://erewhonmarket.com/,Retail Store,,,,,
229,Erewhon - Silverlake,,"4121 Santa Monica Blvd, Los Angeles, CA 90029, USA",California,(323) 340-1557,Los Angeles,34.09002,-118.27274,https://erewhonmarket.com/,Retail Store,,,,,
230,Everson Royce,,"155 N Raymond Ave, Pasadena, CA 91103",California,(626) 765 9334,Los Angeles,34.148312,-118.149338,https://www.eversonroyce.com/,Retail Store,,,,,
231,Flask & Field,,"767 S Alameda St, Los Angeles, CA 90021",California,,Los Angeles,34.034997,-118.240114,https://flaskandfield.com/,Retail Store,,,,,
232,Flask Highland Park,,"5900 N Figueroa St, Los Angeles, CA 90042",California,(323) 381 5533,Los Angeles,34.110538,-118.190773,https://flaskfinewines.com/,Retail Store,,,,,
233,Foreign Cinema,,"2534 Mission Street, San Francisco, CA 94110",California,(415) 648-7600,San Francisco,37.7561,-122.4186,https://foreigncinema.com,Bar/Restaurant,,,,,
234,Gold Palm,,"1900 Telegraph Ave, Oakland, CA 94612",California,(510) 817-4002,Oakland,37.8085,-122.2683,https://www.goldpalmoakland.com/,Bar/Restaurant,,,,,
235,Good Housekeeping HLP,,"5635 N Figueroa St, Los Angeles, CA 90042",California,(323) 739-6928,Los Angeles,34.1092,-118.1935,http://www.goodhousekeepinghlp.com,Bar/Restaurant,,,,,
236,Great American Craft Spirits,,"29911 Aventura E, Rancho Santa Margarita, CA 92688",California,(949) 264-6058,,33.63612,-117.6083,https://gacraftspirits.com/,Retail Store,,,,,
237,Gus's Market,,"1530 Haight St, San Francisco, CA 94117",California,(415) 440 2454,San Francisco,37.76916,-122.44708,https://www.gussmarket.com/,Retail Store,,,,,
238,Handy Liquor,,"3001 Adams Ave, San Diego, CA 92116",California,(619) 281-2060,San Diego,32.762923,-117.130173,http://www.handyliquor.com,Retail Store,,,,,
239,Happy Medium,,"4002 30th St, San Diego, CA 92104",California,(619) 310 5642,San Diego,32.750568,117.131027,https://www.happymediumsd.com/,Bar/Restaurant,,,,,
240,Highland Park Wines,,"5918 N Figueroa St, Los Angeles, CA 90042, United States",California,(323) 255-2236,Los Angeles,34.111457,-118.192819,https://highlandparkwines.com/,Retail Store,,,,,
241,Holy Water,,"309 Cortland Ave, San Francisco, CA 94110",California,(415) 570-8916,San Francisco,37.7396,-122.4173,https://holywatersf.com,Bar/Restaurant,,,,,
242,Isla,,"2424 Main St, Santa Monica, CA 90405",California,(310) 310-2137,Los Angeles,34.003213,-118.489819,https://www.isla-la.com,Bar/Restaurant,,,,,
243,Jacumba Hot Springs Hotel,,"44500 Old Highway 80, Jacumba, CA 91934",California,(619) 766-4333,,32.6183,-116.1884,https://jacumba.com,Bar/Restaurant,,,,,
244,K&L Wine Merchants - Culver City,,"4235 Sepulveda Blvd, Culver City, Ca, 90230",California,(800) 247 5987,Los Angeles,34.00497,-118.4109,https://www.klwines.com/,Retail Store,,,,,
245,K&L Wine Merchants - Hollywood,,"1400 Vine St, Hollywood, CA 90028",California,(323) 464 9463,Los Angeles,34.096439,-118.326332,https://www.klwines.com/,Retail Store,,,,,
246,Kingfisher,,"2469 Broadway, San Diego, CA 92102",California,(619) 432 1014,San Diego,32.71552,-117.141,https://kingfishersd.com/,Bar/Restaurant,,,,,
247,Ledgers Liquor,,"1399 University Ave, Berkeley, CA 94702",California,(510) 540 9243,East Bay / Oakland,37.870338,-122.284668,https://www.instagram.com/ledgersliquors/?hl=en,Retail Store,,,,,
248,Little Bear Bottle Shop,,"28578 CA-18, Skyforest, CA 92385",California,(909)744 8861,Los Angeles,34.23579,-117.17973,https://littlebearbottleshop.com/,Retail Store,,,,,
249,Loreto,,"1991 Blake Ave, Los Angeles, CA 90039",California,,Los Angeles,34.10133,-118.244049,https://www.loreto.la/,Bar/Restaurant,,,,,
250,Mabel's Gone Fishing,,"3770 30th St, San Diego, CA 92104",California,(619) 228-9851,San Diego,32.74673,-117.13015,https://www.mabelsgonefishing.com,Bar/Restaurant,,,,,
251,Mixing Glass & Market,,"1500 Adams Ave, Costa Mesa, CA 92626",California,(714) 9759952,Costa Mesa,33.67364,-117.92116,https://mixingglassandmarket.com/,Retail Store,,,,,
252,Moon Room,,"7174 Melrose Avenue, Los Angeles, CA 90046",California,,Los Angeles,34.08322,-118.34574,,Bar/Restaurant,,,,,
253,Night + Market,,"9043 Sunset Blvd, West Hollywood, CA 90069",California,(310) 275 9724,Los Angeles,34.09081,-118.37571,https://www.nightmarketla.com/,Bar/Restaurant,,,,,
254,Night On Earth,,"3256 Cahuenga Blvd W, Los Angeles, CA 90068",California,,Los Angeles,34.12976,-118.349036,https://www.nighton.earth/,Bar/Restaurant,,,,,
255,Noble Experiment,,"777 G Street, San Diego, CA 92101",California,(619) 888-4713,San Diego,32.7127,-117.1577,https://nobleexperimentsd.com,Bar/Restaurant,,,,,
256,Pacific Cocktail Haven,,"550 Sutter St, San Francisco, CA 94102",California,(415) 398-0195,San Francisco,37.788659,-122.409065,https://www.pacificcocktailsf.com,Bar/Restaurant,,,,,
257,Prizefighter,,"6702 Hollis St, Emeryville, CA 94608",California,(510) 428 1470,East Bay / Oakland,37.8491,-122.29218,https://prizefighterbottleshop.com/,Retail Store,,,,,
258,PSBS at Market Market,,"1555 S Palm Canyon Dr, Palm Springs, CA 92264",California,(760) 333-0083,Palm Springs,33.801949,-116.546791,https://www.psbottleshop.com/,Retail Store,,,,,
259,Ramirez Liquor,,"2765 E Olympic Blvd, Los Angeles, CA 90023",California,(323) 266 2337,Los Angeles,34.023622,-118.218229,https://ramirezliquor.com/,Retail Store,,,,,
260,Redbird,,"114 E 2nd St, Los Angeles, CA 90012",California,(213) 788-1191,Los Angeles,34.0505,-118.2434,https://redbird.la/,Bar/Restaurant,,,,,
261,Saltwater Oyster Depot,,"12781 Sir Francis Drake Blvd, Inverness, CA 94937 ",California,(415) 932-9470,San Francisco,38.09659,-122.85199,https://www.saltwateroysterdepot.com/,Bar/Restaurant,,,,,
262,Seneca Trattoria,,"901 Bayfront Ct, San Diego, CA 92101",California,(619) 312-1212,San Diego,32.7163,-117.1698,https://www.senecatrattoria.com,Bar/Restaurant,,,,,
263,Stanley's Wet Goods,,"9620 Venice Blvd, Culver City, CA 90232",California,(424) 341 2870,Los Angeles,34.02441,-118.39619,https://www.stanleys.la/,Retail Store,,,,,
264,The Brig,,"1515 Abbot Kinney Blvd, Venice, CA 90291",California,(310) 399 7537,Los Angeles,33.990372,-118.464081,https://thebrig.com/,Bar/Restaurant,,,,,
265,The Grant,,"3515 Eagle Rock Blvd, Los Angeles, CA 90065",California,(323) 871 8888,Los Angeles,34.11665,-118.2354,https://thegrantla.com/,Bar/Restaurant,,,,,
266,Thunderbolt,,"1263 W Temple St, Los Angeles, CA 90026",California,,Los Angeles,34.06633,-118.254189,https://www.thunderboltla.com/,Bar/Restaurant,,,,,
267,Villa Royale,,"1620 S Indian Trail, Palm Springs, CA 92264",California,(760) 327-2314,Palm Springs,33.8023,-116.5442,https://villaroyale.com,Bar/Restaurant,,,,,
268,West Altadena Wines & Spirits,,"2311 Lincoln Ave, Altadena, CA 91001",California,(626) 765-9334,Los Angeles,34.186,-118.1475,http://www.wawinesandspirits.com,Retail Store,,,,,
269,Alphabet City Wine Co.,,"100 Loisaida Ave, New York, NY 10009",New York,(212) 505-9463,Manhattan,40.72381,-73.97886,https://www.abcwinecompany.com/,Retail Store,,,,,
270,Archive Wine & Spirits,,"270 Greenwich St, New York, NY 10007",New York,(212) 587 5730,Manhattan,40.71563,-74.012108,,Retail Store,,,,,
271,Arden,,"522A Washington Ave, Brooklyn, NY 11238",New York,(718) 783 1925,Brooklyn,40.67979,-73.96399,https://arden.nyc/,Bar/Restaurant,,,,,
272,Astor Wines,,"399 Lafayette St, New York, NY 10003",New York,(212) 674 7500,Manhattan,40.72794,-73.992882,https://www.astorwines.com/,Retail Store,,,,,
273,Atlas Wine Merchants,,"1069 Bedford Ave, Brooklyn, NY 11216, USA",New York,(718) 676 6293,Brooklyn,40.68741,-73.95456,https://www.atlaswinemerchants.com/,Retail Store,,,,,
274,Babbo,,"110 Waverly Pl, New York, NY 10011",New York,(212) 777 0303,Manhattan,40.732288,-73.999298,https://www.babbonyc.com/,Bar/Restaurant,,,,,
275,Bar Meridian,,"406 Prospect Pl, Brooklyn, NY 11238, USA",New York,(347) 295 0185,Brooklyn,40.676315,-73.963075,https://www.barmeridian.com/,Bar/Restaurant,,,,,
276,Baytowne Wine & Spirits,,"1900 Empire Blvd, Webster, NY 14580, USA",New York,(585) 787 9659,Upstate,43.20101,-77.37883,https://www.baytownewine.com/,Retail Store,,,,,
277,Bluebird Wine & Spirits,,"5059 US-209, Accord, NY 12404, USA",New York,(845) 626 0140,Upstate,41.78886,-74.23115,https://www.bluebirdwineshop.com/,Retail Store,,,,,
278,Bogey's Bottled Goods,,"54655 NY-25, Southold, NY 11971",New York,(631) 765 5434,Long Island,41.0656,-72.42593,https://www.bogeysny.com/,Retail Store,,,,,
279,Bondi Wine & Spirits,,"350 Franklin Ave, Brooklyn, NY 11238",New York,(347) 955-4921,New York,40.684,-73.957,https://www.bondiwinesandspirits.com/,Retail Store,,,,,
280,Bondi Wines & Spirits,,"350 Franklin Ave, Brooklyn, NY 11238",New York,(347) 955-4921,Brooklyn,40.6865,-73.9589,https://www.bondiwinesandspirits.com,Retail Store,,,,,
281,Brix Wine Shop,,"170 Avenue B, New York, NY 10009",New York,(212) 777 0691,Manhattan,40.72734,-73.97986,http://www.brixwines.com/,Retail Store,,,,,
282,Bryant Park Wines,,"108 W 42nd St, New York, NY 10036",New York,(646) 398 7766,Manhattan,40.755994,-73.984305,https://bryantparkwinesnyc.com/,Retail Store,,,,,
283,Cafe Mutton,,"757 Columbia St, Hudson, NY 12534, USA",New York,(518) 671 6230,Upstate,42.24722,-73.78029,http://www.cafemutton.com/,Bar/Restaurant,,,,,
284,Capital Wine & Spirits,,"348 State St, Albany, NY 12210",New York,(518) 689 0160,Upstate,42.65554,-73.7643,https://capitalwinealbany.com/,Retail Store,,,,,
285,Chambers,,"94 Chambers St, New York, NY 10007, USA",New York,(212) 580 3572,Mahattan,40.71463,-74.00752,https://chambers.nyc/,Bar/Restaurant,,,,,
286,Chez Ma Tante,,"90 Calyer St, Brooklyn, NY 11222, USA",New York,(718) 389 3606,Brooklyn,40.7269,-73.9576,https://www.chezmatantebk.com/,Bar/Restaurant,,,,,
